SPMNKEY,AccNum,SPECID,forma,LatinName,Herb,Collectors,Coll. #,Day,Month,Yr,TEXTDATE,Habitat,Abundance,County,Prov_State,Country,Locality,NB,SOURCE,LOAN,UTMZ,UTME,UTMN,LATDEG,LATMIN,LATSEC,LATDIR,LONGDEG,LONGMIN,LONGSEC,LONGDIR,Projection,Prec.,Grid Ref.,GeoRefBy,Phenology,Collection id,DetAnnList,Notes,Creation Date,Modification Date,Comments,Databaser,Access#Form,Coll#Form,DateForm,Co.Form,utmform,Det BY,Nform,Wform,HabitatForm,LocalForm,NotesForm,CheckDuplicates,LatDec,LatForm,LongDec,LongForm,FormaForm,AbunForm,RareLoc,Rare Lat,Rare Long,Include,CheckFind,Labeled,Correct SpmNumb,SPMNKEYold,DETERMINER,Digital Lat,Digital Long,latinForm,count,specimen count,DigitalLatFORM,DigitalLongFORM
70983,NA,,,?sag?,UNB,C.D. Tyrrell,165,11,8,2009,11 Aug 2009,"Sandy-gravel substrate. Water depth ca 50 cm, moderate flow",,Stuartburn Local Government District,Manitoba,Canada,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",,,,,,,49,13,59.23,N,96,35,59.77,W,,4,,Collector,,,,296 m,2012-07-26,2015-07-08,"49°13'59.23"" N   96°35'59.77"" W",shortt,   Accession # NA,Collector's # 165,11/8/2009/,Stuartburn Local Government District Co.,,,N,W,"Habitat:  Sandy-gravel substrate. Water depth ca 50 cm, moderate flow. ","Locality:  Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05"". ",Notes:  296 m.,Duplicate,49.2331,49.2331º N ,96.5999,96.5999º W,,,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",49.2331,96.5999,,,,,70983,,,,?sag?,56985,56985,,
70990,NA,,,?,UNB,C.D. Tyrrell,172,11,8,2009,11 Aug 2009,"Sandy-gravel substrate. Water depth ca 75 cm, slow flow.",,De Salaberry Rural Municipality,Manitoba,Canada,"Rat River. Near Provincial Road 216 bridge, 1.2 km N of the intersection with Provincial Trunk Highway 59. ""RRL06""",,,,,,,49,16,22.49,N,96,50,56.26,W,,4,,Collector,,,,272 m,2012-07-26,2015-07-08,"49°16'22.49"" N   96°50'56.26"" W",shortt,   Accession # NA,Collector's # 172,11/8/2009/,De Salaberry Rural Municipality Co.,,,N,W,"Habitat:  Sandy-gravel substrate. Water depth ca 75 cm, slow flow.. ","Locality:  Rat River. Near Provincial Road 216 bridge, 1.2 km N of the intersection with Provincial Trunk Highway 59. ""RRL06"". ",Notes:  272 m.,Duplicate,49.2729,49.2729º N ,96.849,96.849º W,,,"Rat River. Near Provincial Road 216 bridge, 1.2 km N of the intersection with Provincial Trunk Highway 59. ""RRL06""",49.2729,96.849,,,,,70990,,,,?,56985,56985,,
70994,NA,,,Eleocharis sp.,UNB,C.D. Tyrrell,176,,8,2009,Aug 2009,,,,Manitoba,Canada,"Red River Valley, Southern Manitoba",,,,,,,,,,,,,,,,4,,Collector,,,,,2012-07-26,2015-07-08,,shortt,   Accession # NA,Collector's # 176,00/8/2009/,,,,,,,"Locality:  Red River Valley, Southern Manitoba. ",,Duplicate,,,,,,,"Red River Valley, Southern Manitoba",,,,,,,70994,,,,Eleocharis sp.,56985,56985,,
70995,NA,,,?,UNB,"C.D. Tyrrell, J.M. Orlofske",177,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 177,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,70995,,45.929299,-66.656194,?,56985,56985,45.9293º N ,-66.6562º W 
70996,NA,,,?,UNB,"C.D. Tyrrell, J.M. Orlofske",177,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 177,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,70996,,45.929299,-66.656194,?,56985,56985,45.9293º N ,-66.6562º W 
71000,NA,,,Potamogeton,UNB,"C.D. Tyrrell, J.M. Orlofske",182,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 182,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,71000,,45.929299,-66.656194,Potamogeton,56985,56985,45.9293º N ,-66.6562º W 
71001,NA,,,Potamogeton,UNB,"C.D. Tyrrell, J.M. Orlofske",182,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 182,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,71001,,45.929299,-66.656194,Potamogeton,56985,56985,45.9293º N ,-66.6562º W 
71002,NA,,,Potamogeton,UNB,"C.D. Tyrrell, J.M. Orlofske",182,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 182,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,71002,,45.929299,-66.656194,Potamogeton,56985,56985,45.9293º N ,-66.6562º W 
71005,NA,,,Callitriche,UNB,"C.D. Tyrrell, J.M. Orlofske",187,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 187,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,71005,,45.929299,-66.656194,Callitriche,56985,56985,45.9293º N ,-66.6562º W 
71006,NA,,,Sparganium,UNB,"C.D. Tyrrell, P.A. Chambers",188,,6,2010,Jun 2010,,,Portage la Prairie Rural Municipality,Manitoba,Canada,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,,,,,,,,,,4,,Collector,,,,246 m,2012-07-26,2015-07-08,49.912471 N  98.00642 W,shortt,   Accession # NA,Collector's # 188,00/6/2010/,Portage la Prairie Rural Municipality Co.,,,,,,"Locality:  Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”. ",Notes:  246 m.,Duplicate,,,,,,,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,71006,,49.912471,-98.00642,Sparganium,56985,56985,49.9125º N ,-98.0064º W 
71007,NA,,,Glyceria??,UNB,"C.D. Tyrrell, P.A. Chambers",189,,6,2010,Jun 2010,,,Portage la Prairie Rural Municipality,Manitoba,Canada,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,,,,,,,,,,4,,Collector,,,,246 m,2012-07-26,2015-07-08,49.912471 N  98.00642 W,shortt,   Accession # NA,Collector's # 189,00/6/2010/,Portage la Prairie Rural Municipality Co.,,,,,,"Locality:  Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”. ",Notes:  246 m.,Duplicate,,,,,,,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,71007,,49.912471,-98.00642,Glyceria??,56985,56985,49.9125º N ,-98.0064º W 
71008,NA,,,Sparganium,UNB,"C.D. Tyrrell, P.A. Chambers",190,,6,2010,Jun 2010,,,Portage la Prairie Rural Municipality,Manitoba,Canada,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,,,,,,,,,,4,,Collector,,,,246 m,2012-07-26,2015-07-08,49.912471 N  98.00642 W,shortt,   Accession # NA,Collector's # 190,00/6/2010/,Portage la Prairie Rural Municipality Co.,,,,,,"Locality:  Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”. ",Notes:  246 m.,Duplicate,,,,,,,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,71008,,49.912471,-98.00642,Sparganium,56985,56985,49.9125º N ,-98.0064º W 
71009,NA,,,Sparganium,UNB,"C.D. Tyrrell, P.A. Chambers",190,,6,2010,Jun 2010,,,Portage la Prairie Rural Municipality,Manitoba,Canada,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,,,,,,,,,,4,,Collector,,,,246 m,2012-07-26,2015-07-08,49.912471 N  98.00642 W,shortt,   Accession # NA,Collector's # 190,00/6/2010/,Portage la Prairie Rural Municipality Co.,,,,,,"Locality:  Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”. ",Notes:  246 m.,Duplicate,,,,,,,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,71009,,49.912471,-98.00642,Sparganium,56985,56985,49.9125º N ,-98.0064º W 
71017,NA,,,Juncus sp.,UNB,"C.D. Tyrrell, J. Corriveau",199,,6,2010,Jun 2010,,,Rhineland-Stanley Rural Municipalities,Manitoba,Canada,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,,,,,,,,,,4,,Collector,,,,262 m,2012-07-26,2015-07-08,49.17030 N  97.86347 W,shortt,   Accession # NA,Collector's # 199,00/6/2010/,Rhineland-Stanley Rural Municipalities Co.,,,,,,"Locality:  Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” . ",Notes:  262 m.,Duplicate,,,,,,,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,71017,,49.1703,97.86347,Juncus sp.,56985,56985,49.1703º N ,97.8635º W 
71018,NA,,,grass,UNB,"C.D. Tyrrell, J. Corriveau",200,,6,2010,Jun 2010,,,Rhineland-Stanley Rural Municipalities,Manitoba,Canada,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,,,,,,,,,,4,,Collector,,,,262 m,2012-07-26,2015-07-08,49.17030 N  97.86347 W,shortt,   Accession # NA,Collector's # 200,00/6/2010/,Rhineland-Stanley Rural Municipalities Co.,,,,,,"Locality:  Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” . ",Notes:  262 m.,Duplicate,,,,,,,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,71018,,49.1703,97.86347,grass,56985,56985,49.1703º N ,97.8635º W 
71019,NA,,,grass,UNB,"C.D. Tyrrell, J. Corriveau",201,,6,2010,Jun 2010,,,Rhineland-Stanley Rural Municipalities,Manitoba,Canada,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,,,,,,,,,,4,,Collector,,,,262 m,2012-07-26,2015-07-08,49.17030 N  97.86347 W,shortt,   Accession # NA,Collector's # 201,00/6/2010/,Rhineland-Stanley Rural Municipalities Co.,,,,,,"Locality:  Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” . ",Notes:  262 m.,Duplicate,,,,,,,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,71019,,49.1703,97.86347,grass,56985,56985,49.1703º N ,97.8635º W 
71020,NA,,,grass,UNB,"C.D. Tyrrell, J. Corriveau",202,,6,2010,Jun 2010,,,Rhineland-Stanley Rural Municipalities,Manitoba,Canada,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,,,,,,,,,,4,,Collector,,,,262 m,2012-07-26,2015-07-08,49.17030 N  97.86347 W,shortt,   Accession # NA,Collector's # 202,00/6/2010/,Rhineland-Stanley Rural Municipalities Co.,,,,,,"Locality:  Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” . ",Notes:  262 m.,Duplicate,,,,,,,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,71020,,49.1703,97.86347,grass,56985,56985,49.1703º N ,97.8635º W 
71021,NA,,,grass,UNB,"C.D. Tyrrell, J. Corriveau",203,,6,2010,Jun 2010,,,Rhineland-Stanley Rural Municipalities,Manitoba,Canada,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,,,,,,,,,,4,,Collector,,,,262 m,2012-07-26,2015-07-08,49.17030 N  97.86347 W,shortt,   Accession # NA,Collector's # 203,00/6/2010/,Rhineland-Stanley Rural Municipalities Co.,,,,,,"Locality:  Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” . ",Notes:  262 m.,Duplicate,,,,,,,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,71021,,49.1703,97.86347,grass,56985,56985,49.1703º N ,97.8635º W 
71070,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",252,9,8,2010,9 Aug 2010,,,Roland Rural Municipality,Manitoba,Canada,"Graham Creek. 1.5 km S of Roland, 800 m SW of Provincial Trunk Highway 23/Provincial Trunk Highway 32 intersection. “GRHM”",,,,,,,,,,,,,,,,4,,Collector,,,,259 m,2012-07-26,2015-07-08,49.35262 N  97.93905 W,shortt,   Accession # NA,Collector's # 252,9/8/2010/,Roland Rural Municipality Co.,,,,,,"Locality:  Graham Creek. 1.5 km S of Roland, 800 m SW of Provincial Trunk Highway 23/Provincial Trunk Highway 32 intersection. “GRHM”. ",Notes:  259 m.,Duplicate,,,,,,,"Graham Creek. 1.5 km S of Roland, 800 m SW of Provincial Trunk Highway 23/Provincial Trunk Highway 32 intersection. “GRHM”",,,,,,,71070,,49.35262,-97.93905,Bryophyte,56985,56985,49.3526º N ,-97.9391º W 
71071,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",252,9,8,2010,9 Aug 2010,,,Roland Rural Municipality,Manitoba,Canada,"Graham Creek. 1.5 km S of Roland, 800 m SW of Provincial Trunk Highway 23/Provincial Trunk Highway 32 intersection. “GRHM”",,,,,,,,,,,,,,,,4,,Collector,,,,259 m,2012-07-26,2015-07-08,49.35262 N  97.93905 W,shortt,   Accession # NA,Collector's # 252,9/8/2010/,Roland Rural Municipality Co.,,,,,,"Locality:  Graham Creek. 1.5 km S of Roland, 800 m SW of Provincial Trunk Highway 23/Provincial Trunk Highway 32 intersection. “GRHM”. ",Notes:  259 m.,Duplicate,,,,,,,"Graham Creek. 1.5 km S of Roland, 800 m SW of Provincial Trunk Highway 23/Provincial Trunk Highway 32 intersection. “GRHM”",,,,,,,71071,,49.35262,-97.93905,Bryophyte,56985,56985,49.3526º N ,-97.9391º W 
71072,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",252,9,8,2010,9 Aug 2010,,,Roland Rural Municipality,Manitoba,Canada,"Graham Creek. 1.5 km S of Roland, 800 m SW of Provincial Trunk Highway 23/Provincial Trunk Highway 32 intersection. “GRHM”",,,,,,,,,,,,,,,,4,,Collector,,,,259 m,2012-07-26,2015-07-08,49.35262 N  97.93905 W,shortt,   Accession # NA,Collector's # 252,9/8/2010/,Roland Rural Municipality Co.,,,,,,"Locality:  Graham Creek. 1.5 km S of Roland, 800 m SW of Provincial Trunk Highway 23/Provincial Trunk Highway 32 intersection. “GRHM”. ",Notes:  259 m.,Duplicate,,,,,,,"Graham Creek. 1.5 km S of Roland, 800 m SW of Provincial Trunk Highway 23/Provincial Trunk Highway 32 intersection. “GRHM”",,,,,,,71072,,49.35262,-97.93905,Bryophyte,56985,56985,49.3526º N ,-97.9391º W 
71078,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",260,10,8,2010,10 Aug 2010,,,Roland Rural Municipality,Manitoba,Canada,"North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”",,,,,,,,,,,,,,,,4,,Collector,,,,248 m,2012-07-26,2015-07-08,49.34724 N  97.77444 W,shortt,   Accession # NA,Collector's # 260,10/8/2010/,Roland Rural Municipality Co.,,,,,,"Locality:  North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”. ",Notes:  248 m.,Duplicate,,,,,,,"North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”",,,,,,,71078,,49.34724,97.77444,Bryophyte,56985,56985,49.3472º N ,97.7744º W 
71079,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",260,10,8,2010,10 Aug 2010,,,Roland Rural Municipality,Manitoba,Canada,"North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”",,,,,,,,,,,,,,,,4,,Collector,,,,248 m,2012-07-26,2015-07-08,49.34724 N  97.77444 W,shortt,   Accession # NA,Collector's # 260,10/8/2010/,Roland Rural Municipality Co.,,,,,,"Locality:  North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”. ",Notes:  248 m.,Duplicate,,,,,,,"North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”",,,,,,,71079,,49.34724,97.77444,Bryophyte,56985,56985,49.3472º N ,97.7744º W 
71080,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",260,10,8,2010,10 Aug 2010,,,Roland Rural Municipality,Manitoba,Canada,"North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”",,,,,,,,,,,,,,,,4,,Collector,,,,248 m,2012-07-26,2015-07-08,49.34724 N  97.77444 W,shortt,   Accession # NA,Collector's # 260,10/8/2010/,Roland Rural Municipality Co.,,,,,,"Locality:  North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”. ",Notes:  248 m.,Duplicate,,,,,,,"North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”",,,,,,,71080,,49.34724,97.77444,Bryophyte,56985,56985,49.3472º N ,97.7744º W 
71084,NA,,,?,UNB,"C.D. Tyrrell, N. Flaten",266,10,8,2010,10 Aug 2010,,,Roland Rural Municipality,Manitoba,Canada,"North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”",,,,,,,,,,,,,,,,4,,Collector,,,,248 m,2012-07-26,2015-07-08,49.34724 N  97.77444 W,shortt,   Accession # NA,Collector's # 266,10/8/2010/,Roland Rural Municipality Co.,,,,,,"Locality:  North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”. ",Notes:  248 m.,Duplicate,,,,,,,"North Shannon Creek. 400 m E of local road 14 W. 3.2 km WSW of Kane, 850 m S of Provincial Trunk Highway 23. “NSHA”",,,,,,,71084,,49.34724,97.77444,?,56985,56985,49.3472º N ,97.7744º W 
71103,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",285,13,8,2010,13 Aug 2010,,,Macdonald Rural Municipality,Manitoba,Canada,"Roadside ditch. Along local road 5 E, 1.6 km W of Oak Bluff, 530 m N of Provincial Trunk Highway 2. “OAKB”",,,,,,,,,,,,,,,,4,,Collector,,,,232 m,2012-07-26,2015-07-08,49.77330 N  97.3456 W,shortt,   Accession # NA,Collector's # 285,13/8/2010/,Macdonald Rural Municipality Co.,,,,,,"Locality:  Roadside ditch. Along local road 5 E, 1.6 km W of Oak Bluff, 530 m N of Provincial Trunk Highway 2. “OAKB”. ",Notes:  232 m.,Duplicate,,,,,,,"Roadside ditch. Along local road 5 E, 1.6 km W of Oak Bluff, 530 m N of Provincial Trunk Highway 2. “OAKB”",,,,,,,71103,,49.7733,97.3456,Bryophyte,56985,56985,49.7733º N ,97.3456º W 
71104,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",285,13,8,2010,13 Aug 2010,,,Macdonald Rural Municipality,Manitoba,Canada,"Roadside ditch. Along local road 5 E, 1.6 km W of Oak Bluff, 530 m N of Provincial Trunk Highway 2. “OAKB”",,,,,,,,,,,,,,,,4,,Collector,,,,232 m,2012-07-26,2015-07-08,49.77330 N  97.3456 W,shortt,   Accession # NA,Collector's # 285,13/8/2010/,Macdonald Rural Municipality Co.,,,,,,"Locality:  Roadside ditch. Along local road 5 E, 1.6 km W of Oak Bluff, 530 m N of Provincial Trunk Highway 2. “OAKB”. ",Notes:  232 m.,Duplicate,,,,,,,"Roadside ditch. Along local road 5 E, 1.6 km W of Oak Bluff, 530 m N of Provincial Trunk Highway 2. “OAKB”",,,,,,,71104,,49.7733,97.3456,Bryophyte,56985,56985,49.7733º N ,97.3456º W 
71105,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",285,13,8,2010,13 Aug 2010,,,Macdonald Rural Municipality,Manitoba,Canada,"Roadside ditch. Along local road 5 E, 1.6 km W of Oak Bluff, 530 m N of Provincial Trunk Highway 2. “OAKB”",,,,,,,,,,,,,,,,4,,Collector,,,,232 m,2012-07-26,2015-07-08,49.77330 N  97.3456 W,shortt,   Accession # NA,Collector's # 285,13/8/2010/,Macdonald Rural Municipality Co.,,,,,,"Locality:  Roadside ditch. Along local road 5 E, 1.6 km W of Oak Bluff, 530 m N of Provincial Trunk Highway 2. “OAKB”. ",Notes:  232 m.,Duplicate,,,,,,,"Roadside ditch. Along local road 5 E, 1.6 km W of Oak Bluff, 530 m N of Provincial Trunk Highway 2. “OAKB”",,,,,,,71105,,49.7733,97.3456,Bryophyte,56985,56985,49.7733º N ,97.3456º W 
71110,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",292,15,8,2010,15 Aug 2010,,,Rhineland Rural Municipality,Manitoba,Canada,"Rosenheim Drain. 150 m W of local road 8 W bridge, 1.8 km SE of Horndean, 930 m S of Provincial Trunk Highway 14. “ROSE”",,,,,,,,,,,,,,,,4,,Collector,,,,245 m,2012-07-26,2015-07-08,49.18318 N  97.6415 W,shortt,   Accession # NA,Collector's # 292,15/8/2010/,Rhineland Rural Municipality Co.,,,,,,"Locality:  Rosenheim Drain. 150 m W of local road 8 W bridge, 1.8 km SE of Horndean, 930 m S of Provincial Trunk Highway 14. “ROSE”. ",Notes:  245 m.,Duplicate,,,,,,,"Rosenheim Drain. 150 m W of local road 8 W bridge, 1.8 km SE of Horndean, 930 m S of Provincial Trunk Highway 14. “ROSE”",,,,,,,71110,,49.18318,-97.6415,Bryophyte,56985,56985,49.1832º N ,-97.6415º W 
71111,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",292,15,8,2010,15 Aug 2010,,,Rhineland Rural Municipality,Manitoba,Canada,"Rosenheim Drain. 150 m W of local road 8 W bridge, 1.8 km SE of Horndean, 930 m S of Provincial Trunk Highway 14. “ROSE”",,,,,,,,,,,,,,,,4,,Collector,,,,245 m,2012-07-26,2015-07-08,49.18318 N  97.6415 W,shortt,   Accession # NA,Collector's # 292,15/8/2010/,Rhineland Rural Municipality Co.,,,,,,"Locality:  Rosenheim Drain. 150 m W of local road 8 W bridge, 1.8 km SE of Horndean, 930 m S of Provincial Trunk Highway 14. “ROSE”. ",Notes:  245 m.,Duplicate,,,,,,,"Rosenheim Drain. 150 m W of local road 8 W bridge, 1.8 km SE of Horndean, 930 m S of Provincial Trunk Highway 14. “ROSE”",,,,,,,71111,,49.18318,-97.6415,Bryophyte,56985,56985,49.1832º N ,-97.6415º W 
71112,NA,,,Bryophyte,UNB,"C.D. Tyrrell, N. Flaten",292,15,8,2010,15 Aug 2010,,,Rhineland Rural Municipality,Manitoba,Canada,"Rosenheim Drain. 150 m W of local road 8 W bridge, 1.8 km SE of Horndean, 930 m S of Provincial Trunk Highway 14. “ROSE”",,,,,,,,,,,,,,,,4,,Collector,,,,245 m,2012-07-26,2015-07-08,49.18318 N  97.6415 W,shortt,   Accession # NA,Collector's # 292,15/8/2010/,Rhineland Rural Municipality Co.,,,,,,"Locality:  Rosenheim Drain. 150 m W of local road 8 W bridge, 1.8 km SE of Horndean, 930 m S of Provincial Trunk Highway 14. “ROSE”. ",Notes:  245 m.,Duplicate,,,,,,,"Rosenheim Drain. 150 m W of local road 8 W bridge, 1.8 km SE of Horndean, 930 m S of Provincial Trunk Highway 14. “ROSE”",,,,,,,71112,,49.18318,-97.6415,Bryophyte,56985,56985,49.1832º N ,-97.6415º W 
